Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,_src,relevance_score
0,"Muhammad Akram Hamzah, Nur Mustika, Mahmud Mustapa, Ummiati Rahmah",Application of Boarding House Rental Location Search System Based on Android,2022,Ceddi Journal of Information System and Technology (JST),Yayasan Cendekiawan Inovasi Digital Indonesia,https://doi.org/10.56134/jst.v1i2.23,,116,2026-05-27 21:00:15,journal-article,10.56134/jst.v1i2.23,2829-6575,,1,2,30,36,0,0.00,0,4,4,"Boarding houses have become a fairly important need for many people, especially for students studying outside the area who choose boarding houses as temporary housing, and students whose homes may be quite far from the campus where they study by renting boarding houses near their campus so as not to spend a lot of energy and time traveling. The boarding house route search information system has benefits for users who will search for the nearest boarding house from various features such as finding boarding house routes and viewing detailed boarding house information. ease of boarding house owners to manage data allows information to be continuously updated. This study aims to create an android-based boarding house location information system. The research stage starts from the design of a system that has been built using a Use Case Diagram that has three actors including admin, boarding house owner, and tenant/user. Each of these actors has different roles and access rights. At the implementation stage of the system creation process using the android studio application, then the system is tested using the BlackBox method. Based on the results of system tests that have been carried out obtaining good results or in other words the system can run as expected.",https://journal.ceddi.id/index.php/jst/article/download/23/17,,q2_crossref_house_only_fulltext.csv,7
26,"Salah T. Alshammari, Aiiad Albeshri, Khalid Alsubhi",Integrating a High-Reliability Multicriteria Trust Evaluation Model with Task Role-Based Access Control for Cloud Services,2021,Symmetry,MDPI AG,https://doi.org/10.3390/sym13030492,,567,2026-05-27 21:14:56,journal-article,10.3390/sym13030492,2073-8994,,13,3,492,492,26,5.20,9,3,5,"Cloud data storage is revolutionary because it eliminates the need for additional hardware, which is often costly, inconvenient, and requires additional space. Cloud data storage allows data owners to store large amounts of data in a flexible way and at low cost. The number of online cloud storage services and their consumers has therefore increased dramatically. However, ensuring the privacy and security of data on a digital platform is often a challenge. A cryptographic task-role-based access control (T-RBAC) approach can be used to protect data privacy. This approach ensures the accessibility of data for authorized consumers and keeps it safe from unauthorized consumers. However, this type of cryptographic approach does not address the issue of trust. In this paper, we propose a comprehensive trust model integrated with a cryptographic T-RBAC to enhance the privacy and security of data stored in cloud storage systems, and suggests that trust models involve inheritance and hierarchy in the roles and tasks of trustworthiness evaluation, where this study aims to identify the most feasible solution for the trust issue in T-RBAC approaches. Risk evaluations regarding other possible flaws of the design are also performed. The proposed design can decrease risk by providing high security for cloud storage systems and improve the quality of decisions of cloud operators and data owners.",https://www.mdpi.com/2073-8994/13/3/492/pdf,,q4_crossref_rbac_webapp_core.csv,7
1,"Barnaba Bobbili, Charles R, D. Sudha",Multi-Modal Security Integration and Role-Based Access Control for Secure File Management System,2025,2025 International Conference on Intelligent Computing and Control Systems (ICICCS),IEEE,https://doi.org/10.1109/iciccs65191.2025.10985393,,76,2026-05-27 21:14:56,proceedings-article,10.1109/iciccs65191.2025.10985393,,,,,525,531,1,1.00,0,3,1,,http://xplorestaging.ieee.org/ielx8/10982535/10984435/10985393.pdf?arnumber=10985393,,q4_crossref_rbac_webapp_core.csv,6
0,"Jin Hyok Pak, Gyong Il Choe, Un Song Pak, Chol Jin Ma, Guk Jun Ri",AGABAC: Implementing and Evaluating an Attribute-Group Access Control Model for Secure Web-Based Spreadsheet Interfaces in Large-Scale e-Government Systems,2025,,Wiley,https://doi.org/10.22541/au.176098201.10378910/v1,,136,2026-05-27 21:14:56,posted-content,10.22541/au.176098201.10378910/v1,,,,,,,0,0.00,0,5,1,"As e-government systems grow in scale and complexity, securing access to their dynamic information resources has become increasingly difficult. We’ve observed a particular challenge emerging with the widespread adoption of web-based spreadsheet interfaces for data analysis and reporting. While these tools offer valuable flexibility, implementing practical and fine-grained access control for them remains an open problem. Traditional Attribute-Based Access Control (ABAC) models, though flexible in theory, become administratively burdensome in practice due to the combinatorial explosion of attribute relationships (m×n×k). Furthermore, they lack a formal way to define permissions for specific spreadsheet elements like individual cells or ranges. In this paper, we present AGABAC (Attribute-Group ABAC), a new model that addresses these limitations through two key contributions. First, we introduce an attribute-grouping mechanism that dramatically reduces policy management overhead. Second, we’ve created a formalized model specifically designed for controlling access to dynamic spreadsheet operations. To validate our approach, we built a complete prototype and conducted thorough experiments comparing AGABAC against standard ABAC and RBAC models. The results are promising: AGABAC reduced policy configuration time by 47% compared to standard ABAC, while maintaining access decision times under 15ms even with 10,000 concurrent users. These findings suggest that AGABAC offers a practical solution for implementing efficient and secure access control in large-scale e-government systems.",https://www.authorea.com/doi/pdf/10.22541/au.176098201.10378910/v1,,q4_crossref_rbac_webapp_core.csv,6
0,Mateus Yonathan,Access-Controlled Semantic Search: Implementing Role-Based Filtering in Vector Databases for Enterprise Document Management,2025,,Springer Science and Business Media LLC,https://doi.org/10.21203/rs.3.rs-7338381/v1,,450,2026-05-27 21:14:56,posted-content,10.21203/rs.3.rs-7338381/v1,,,,,,,0,0.00,0,1,1,"<title>Abstract</title> <p>Vector databases used for semantic search in enterprise environments lack integrated access control mechanisms, creating security gaps when deploying retrieval-augmented generation (RAG) systems. This paper presents a technical approach for implementing role-based access control by embedding access metadata directly in vector database payloads. We formalize access-controlled vector operations and demonstrate their conceptual implementation using Qdrant’s payload filtering capabilities with .NET 9. Our approach enables atomic operations where access control decisions and semantic similarity rankings occur within the same database transaction. The conceptual framework demonstrates feasibility of fine-grained access control for semantic search without requiring separate security systems or application-layer filtering. We position this as an engineering contribution that applies existing database filtering capabilities to enterprise document management rather than a fundamental algorithmic innovation.</p>",https://www.researchsquare.com/article/rs-7338381/v1,,q4_crossref_rbac_webapp_core.csv,6
0,"Federico M. Grino, Erika M. Abellar, Jessel M. Cagmat, Cristemi F. Lasco","A Secure Role-Based Access Control Framework for Employee Plantilla Management System in the Local Government Unit of Magallanes, Agusan del Norte",2025,2025 International Conference on Emerging Technologies and Innovation for Sustainability (EmergIN),IEEE,https://doi.org/10.1109/emergin67762.2025.11450678,,883,2026-05-27 21:14:56,proceedings-article,10.1109/emergin67762.2025.11450678,,,,,23,29,0,0.00,0,4,1,,http://xplorestaging.ieee.org/ielx8/11450550/11450562/11450678.pdf?arnumber=11450678,,q4_crossref_rbac_webapp_core.csv,6
42,Thomas Wainwright,Rental proptech platforms: Changing landlord and tenant power relations in the UK private rental sector?,2022,Environment and Planning A: Economy and Space,SAGE Publications,https://doi.org/10.1177/0308518x221126522,,565,2026-05-27 21:00:15,journal-article,10.1177/0308518x221126522,0308-518X,,55,2,339,358,42,10.50,42,1,4,"The structure of the UK's private rental sector (PRS) is being disrupted by a new series of rental proptech platforms (RPPs). These start-ups are adopting technologies including artificial intelligence and algorithms which draw upon ever broader datasets to automate and mediate the relationships between tenants and landlords. Only recently have researchers turned to examine new RPPs, which are challenging existing processes within the PRS, through their attempts to digitise all aspects of renting, from a tenant's initial search and application, to end-contract management. This paper seeks to provide two contributions: first, to uncover how platform entrepreneur views of ‘ideal’ tenants shape the algorithms and scripts that run within their start-ups, and how they shift to accommodate the demands of external venture capital funding. Second, it seeks to examine how landlords are falling under the gaze of technological surveillance and automated judgements, as well as tenants, to illustrate how fragmented and uneven data topologies create inequalities through automated ordering and judgements.",https://journals.sagepub.com/doi/pdf/10.1177/0308518X221126522,,q2_crossref_house_only_fulltext.csv,6
0,"Aulia Putri, Tri Kurniawati",Analysis of the Application of the Hedonic Price Method in Setting House Rental Prices in the Coastal Area of Padang City,2025,Jurnal Economic Resource,Universitas Muslim Indonesia,https://doi.org/10.57178/jer.v8i2.1607,,72,2026-05-27 21:00:15,journal-article,10.57178/jer.v8i2.1607,2620-6196,,8,2,1098,1106,0,0.00,0,2,1,"This research investigates how structural, location, and environmental attributes impact residential rental rates in Padang City, a region challenges by disaster risks and limited facility access. The study aims to identify key determinants affecting rental costs. A quantitative research design was employed, utilizing questionnaires for data collection, followed by analysis through multiple linear regression. Finding reveal that all three independent variables significantly affect rental pricing, as reflected by an F-value of 61,607, substantially surpassing the critical threshold of 2,69. These insights are valuable for shaping more effective housing policy strategies.",https://jurnal.feb-umi.id/index.php/JER/article/download/1607/1212,,q2_crossref_house_only_fulltext.csv,5
0,"ARYAN UPADHYAY -, AYYAN SHAIKH -, KARTIK JANE -, MANISH CHAUDHARI -, KARTIK SHAHU -",RentEase: An Intuitive Rental Management Platform,2025,International Journal on Science and Technology,International Research Publication and Journals,https://doi.org/10.71097/ijsat.v16.i2.5128,,199,2026-05-27 21:00:15,journal-article,10.71097/ijsat.v16.i2.5128,2229-7677,,16,2,,,0,0.00,0,5,1,"RentEase is an intuitive rental management app designed to simplify the process of finding and managing rental accommodations for both tenants and property owners. It provides comprehensive details on available properties, including pricing, location, amenities, and verified homeowner contact information. Key features like homeowner verification, tenant ratings, and reviews enhance trust and security. The platform also offers efficient communication between tenants and landlords. Built on advanced technologies such as cloud computing and real-time data synchronization, RentEase ensures a seamless user experience. Future enhancements include AI-powered property recommendations, virtual house tours, and automated tenant screening to further improve the rental process.",https://www.ijsat.org/papers/2025/2/5128.pdf,,q2_crossref_house_only_fulltext.csv,5
23,"Dallas Rogers, Sophia Maalsen, Peta Wolifson, Desiree Fields",Proptech and the private rental sector: New forms of extraction at the intersection of rental properties and platform rentierisation,2024,Urban Studies,SAGE Publications,https://doi.org/10.1177/00420980241262916,,685,2026-05-27 21:00:15,journal-article,10.1177/00420980241262916,0042-0980,,61,14,2778,2794,23,11.50,6,4,2,"Private renting increasingly comprises a complex ecosystem of actors who assemble housing within the market, and collect rental income and data from tenants, and data on the material assets themselves. Our analysis – at the intersection of rentier and platform capitalism – focuses on landed (material real estate) and technological (digital infrastructure and data) property in Australia’s private rental system. Drawing out relationships between the various actors – landlords, rental property managers and real estate agencies, software developers and providers, property developers and investors – and both their properties and their uses of Proptech (property technology), we show how housing and technology are being leveraged for profit in new ways. In Australia, landed property retains its precedence for established (individual and institutional) landlords, whose interest in Proptech relates to enhancing or value-adding to rental housing assets. For Proptech and institutional real estate players seeking to consolidate both landed and technology property, capturing the tech landscape is increasingly important; indeed, securing control and/or consolidation of technology property is a key motivation for building and/or using Proptech among the largest property developers. Our findings show how rent extraction operates across and between different types and scales of property and market actors, and in new ways that differentiate the figure of the rentier while upholding the dynamics of the rentier model.",https://journals.sagepub.com/doi/pdf/10.1177/00420980241262916,,q2_crossref_house_only_fulltext.csv,5
0,"Santhosh Kumar, Sath ish, Kaar thika",House Rental Application: A MERN Stack-Based Solution for Efficient Property Listings and Management,2024,DS Journal of Digital Science and Technology,Dream Science,https://doi.org/10.59232/dst-v3i4p105,,15,2026-05-27 21:00:15,journal-article,10.59232/dst-v3i4p105,2583-5416,,3,4,41,48,0,0.00,0,3,2,,https://www.dsjournals.com/uploads/DST/volume-3/issue-4/DST-V3I4P105.pdf,,q2_crossref_house_only_fulltext.csv,5
0,Saikrishna Garlapati,Optimizing ACH Transfers through Workflow Automation: Achieving Seamless and Secure Transaction Processing,2024,International Journal of Innovative Research in Engineering &amp; Multidisciplinary Physical Sciences,International Journal of Innovative Research in Engineering and Multidisciplinary Physical Sciences,https://doi.org/10.37082/ijirmps.v12.i1.232597,,146,2026-05-27 21:10:36,journal-article,10.37082/ijirmps.v12.i1.232597,2349-7300,,12,1,,,0,0.00,0,1,2,"Automated Clearing House (ACH) transfers are widely used and required in the financial industry because of its pivotal role in actualizing innumerable amounts of credit and debit transactions on a daily basis. However, despite the laudable functions of ACH, the traditional processes involved in its operation come with sundry challenges bordering on latency, error possibility, security concerns, as well as lack of adequate transparency in transfers. This paper aims to underscore the significance of employing workflow automation ideals to enhance ACH transfers, using existing technologies including robotic process automation (RPA), artificial intelligence (AI), and blockchain to offer better accuracy, speed, regulatory compliance, and fraud prevention among others. To achieve this, a thorough and exhaustive investigation is conducted on ACH architecture, pinpointing its current challenges, achievable automation processes, demonstration of existing cases, and implementation methods. The paper also discusses the implications of the proposed paradigm shift on security and regulatory compliance – highlighting how higher degrees of transparency can enhance adequate adherence to laws and rules, and ultimately alter how financial transactions are performed.",https://www.ijirmps.org/papers/2024/1/232597.pdf,,q3_crossref_house_txn_fulltext.csv,5
0,"Dea Agustina Purba, Nurmi Hidayasari",Implementation of Role-Based Access Control (RBAC) in a Drug Stock Management Information System,2026,SISTEMASI,Universitas Islam Indragiri,https://doi.org/10.32520/stmsi.v15i2.5958,,104,2026-05-27 21:14:56,journal-article,10.32520/stmsi.v15i2.5958,2540-9719,,15,2,684,684,0,0.00,0,2,1,,https://sistemasi.ftik.unisi.ac.id/index.php/stmsi/article/viewFile/5958/1168,,q4_crossref_rbac_webapp_core.csv,4
1,"Ke Xu, Bing Zhang, Jingyue Li, Haitao He, Rong Ren, Jiadong Ren",DRacv: Detecting and auto-repairing vulnerabilities in role-based access control in web application,2025,Journal of Network and Computer Applications,Elsevier BV,https://doi.org/10.1016/j.jnca.2025.104191,,98,2026-05-27 21:14:56,journal-article,10.1016/j.jnca.2025.104191,1084-8045,,240,,104191,104191,1,1.00,0,6,1,,https://api.elsevier.com/content/article/PII:S1084804525000888,,q4_crossref_rbac_webapp_core.csv,4
0,"Indra Gamayanto, Michael Christ Kurniawan, Gabriello Klavin Sanyoto",Security Evaluation of Keycloak-Based Role-Based Access Control in Microservice Architectures Using the OWASP ASVS Framework,2025,Journal of Applied Informatics and Computing,Politeknik Negeri Batam,https://doi.org/10.30871/jaic.v9i6.11604,,34,2026-05-27 21:14:56,journal-article,10.30871/jaic.v9i6.11604,2548-6861,,9,6,3964,3973,0,0.00,0,3,1,"The Rocket Car Wash Semarang application operates using a microservice architecture that handles sensitive information such as user identity data, transaction history, and vehicle details. As multiple services interact through authenticated API calls, strong access control is required to protect the system from unauthorized access and privilege escalation. This research evaluates the Keycloak-based Role-Based Access Control (RBAC) implementation by referencing relevant domains of the OWASP Application Security Verification Standard (ASVS) Level 2, specifically V2: Authentication, V3: Session Management, V4: Access Control, and V14: Configuration. The RBAC structure consists of three primary roles—Admin, Owner, and Customer—and the assessment examines the correctness of role–permission mapping and token-based authorization across microservices. The security evaluation was conducted through configuration auditing, API endpoint verification using Postman, JWT token validation, and automated penetration testing using OWASP Zed Attack Proxy (ZAP). The ZAP scan targeted common web vulnerabilities, particularly misconfigurations and weaknesses in HTTP security headers. The results indicate that Keycloak effectively enforces centralized authentication and authorization, with no critical issues such as Broken Access Control identified. However, several non-critical weaknesses were found, including incomplete Content Security Policy (CSP) directives and missing HSTS headers. These findings show that the RBAC implementation meets core ASVS Level 2 controls, while further improvements in security header configuration are required to enhance overall system resilience.",https://jurnal.polibatam.ac.id/index.php/JAIC/article/download/11604/3276,,q4_crossref_rbac_webapp_core.csv,4
0,"Thomson Mary, Nia Febriyani",Peningkatan Keamanan Sistem Informasi Berbasis Laravel 12 dengan Rate Limiting dan Role-Based Access Control (RBAC),2025,Jurnal Teknologi  Dan Sistem Informasi Bisnis,Universitas Dharma Andalas,https://doi.org/10.47233/jteksis.v7i3.1976,,220,2026-05-27 21:14:56,journal-article,10.47233/jteksis.v7i3.1976,2655-8238,,7,3,473,481,0,0.00,0,2,1,"This study aims to enhance the security of a Laravel  12-based news information system by implementing Rate Limiting and Role-Based Access Control (RBAC). The current website-based information system is vulnerable to hacking and redirection to online gambling sites, indicating serious security weaknesses in the programming. Leveraging the robust capabilities of Laravel  12, this research implements security features such as rate limiting to prevent brute force attacks and RBAC to manage user access rights based on roles. In addition, it utilizes the advanced security features of Spatie Role Permissions in Laravel  12 to achieve layered protection. This is supported by the use of the MariaDB database in conjunction with Laravel 's Spatie Permissions package for more structured permission management. The research method employed is evaluative with a quantitative and descriptive approach, used to measure and analyze the quality of the software code before and after improvements. The results of this study provide a more secure solution for the information system.  ",https://jurnal.unidha.ac.id/index.php/jteksis/article/download/1976/1141,,q4_crossref_rbac_webapp_core.csv,4
0,"Satyanarayana Asundi, Sarat Piridi",Enhancing Role-Based Access Control (RBAC) in Dataverse for Secure Enterprise Applications – Analyzing Advanced Security Models and Governance for Power Apps and Dynamics 365 CRM,2025,Journal of Information Systems Engineering and Management,Science Research Society,https://doi.org/10.52783/jisem.v10i41s.9747,,570,2026-05-27 21:14:56,journal-article,10.52783/jisem.v10i41s.9747,2468-4376,,10,41,1214,1224,0,0.00,0,1,1,"The purpose of this research is to enhance Role Based Access Control (RBAC) in Microsoft Dataverse to achieve secure deployment of enterprise application in Power Apps and Dynamics 365 CRM. The study shows this by integrating the integration of an advanced security model such as Authorizing Workflow Task RBAC (AW-TRBAC), AI driven threat detection and dynamic separation of duties to result in dramatic improvements in governance of access, anomaly detection and operational efficiency. The paper presents scalable solutions to the identified limitations of traditional RBAC using quantitative analysis and in the case of real-world enterprise. These results indicate that the RBAC models with enhanced capabilities help strengthen the compliance and data security of business and also allow for flexible and context aware access control to be used for helping the business grow.",https://jisem-journal.com/index.php/journal/article/download/9747/4502,,q4_crossref_rbac_webapp_core.csv,4
1,"Fubao Zhu, Chenguang Yang, Liang Zhu, Jingzhong Gu",Application of Matrix Factorization Role Mining Algorithm in Role-Based Access Control for Edge RMP,2024,2024 9th International Conference on Electronic Technology and Information Science (ICETIS),IEEE,https://doi.org/10.1109/icetis61828.2024.10593712,,106,2026-05-27 21:14:56,proceedings-article,10.1109/icetis61828.2024.10593712,,,,,761,767,1,0.50,0,4,2,,http://xplorestaging.ieee.org/ielx8/10592861/10593657/10593712.pdf?arnumber=10593712,,q4_crossref_rbac_webapp_core.csv,4
0,"Astrid Noviana Paradhita, Mutiara Auliya Khadija, Agus Purbayu, Sahirul Alim Tri Bawono, Abdul Aziz, Sri Haryati, Daaniis Raditya Pramoda Wardani, Rafael Kurniawan Albyseptra Pratama",Implementation Of Dynamic Role-Based Access Control and Record Log-In Dependency Injection Based VRMS System,2024,Decode: Jurnal Pendidikan Teknologi Informasi,Universitas Muhammadiyah Kendari,https://doi.org/10.51454/decode.v4i3.752,,716,2026-05-27 21:14:56,journal-article,10.51454/decode.v4i3.752,2775-1813,,4,3,898,914,0,0.00,0,8,2,"Human resource management is one of the critical factors for a company in order to realize the company's vision, mission, and goals. This requires effective and efficient human resource management by integrating the entire management process well. This is to manage the company's internal and external human resources. VRMS is an integrated application that can manage the company's external resources. VRMS is built based on dependency injection. VRMS has two superior features: role-based access control (RBCA) and record log. RBCA is a feature that manages all resources involved in a company project. At the same time, the record log allows super admins to monitor and evaluate the performance of all external company resources. The VRMS system is built using hybrid methodoly in software development life cycles from initiation phase, planning, execution, and testing. The testing process used in this system is the user acceptance test (UAT) method. The test results show that all features on VRMS can run 80% well.",https://journal.umkendari.ac.id/decode/article/download/752/349,,q4_crossref_rbac_webapp_core.csv,4
7,"Simon Anderer, Tobias Kempter, Bernd Scheuermann, Sanaz Mostaghim",Dynamic Optimization of Role Concepts for Role-Based Access Control Using Evolutionary Algorithms,2023,SN Computer Science,Springer Science and Business Media LLC,https://doi.org/10.1007/s42979-023-01805-1,,165,2026-05-27 21:14:56,journal-article,10.1007/s42979-023-01805-1,2661-8907,,4,4,,,7,2.33,2,4,3,"Abstract: To ensure the security of current information systems, role-based access control (RBAC) is a widely used concept. For this purpose, based on an initial assignment of permissions to users, permissions are grouped to roles, which are then assigned to users. The corresponding (NP-complete) optimization problem, the so-called role mining problem (RMP), aims at finding a minimal set of roles and a corresponding assignment of those roles to users. Previously, the RMP has been considered as a static optimization problem. However, the application of RBAC in real business use cases requires the inclusion of dynamically occurring events that reflect changes in the business environment of companies, as well as events that result from direct user interaction with the role mining process. Therefore, in this paper, we provide a comprehensive overview and classification of the most relevant events for role mining and present methods for integrating them into the framework of an evolutionary role mining algorithm. The functional performance of these methods as well as the overall performance gain of dynamic role mining compared to the static approach is then examined in a series of experiments.",https://link.springer.com/content/pdf/10.1007/s42979-023-01805-1.pdf,,q4_crossref_rbac_webapp_core.csv,4
15,"Ha Thanh Le, Lwin Khin Shar, Domenico Bianculli, Lionel Claude Briand, Cu Duy Nguyen",Automated reverse engineering of role-based access control policies of web applications,2022,Journal of Systems and Software,Elsevier BV,https://doi.org/10.1016/j.jss.2021.111109,,195,2026-05-27 21:14:56,journal-article,10.1016/j.jss.2021.111109,0164-1212,,184,,111109,111109,15,3.75,3,5,4,,https://api.elsevier.com/content/article/PII:S0164121221002065,,q4_crossref_rbac_webapp_core.csv,4
0,"Takeru Sugasawa, Kei Harano",Disentangling transaction-stage and management-stage discrimination in the rental housing market: evidence from a correspondence experiment in Tokyo,2026,Journal of Housing Economics,Elsevier BV,https://doi.org/10.1016/j.jhe.2026.102134,,155,2026-05-27 21:10:36,journal-article,10.1016/j.jhe.2026.102134,1051-1377,,72,,102134,102134,0,0.00,0,2,1,,https://api.elsevier.com/content/article/PII:S105113772600015X,,q3_crossref_house_txn_fulltext.csv,3
0,"Jong Chung Jin, Steward Giman Stephen",Exploring Rental Property Management Best Practices for Private Investors in Malaysia: A Secondary Data Analysis,2025,Malaysian Journal of Social Sciences and Humanities (MJSSH),Secholian Publication,https://doi.org/10.47405/mjssh.v10i10.3622,,476,2026-05-27 21:00:15,journal-article,10.47405/mjssh.v10i10.3622,2504-8562,,10,10,,,0,0.00,0,2,1,"Malaysia’s rental property sector has experienced rapid growth due to increased urbanization, changing lifestyle preferences, and rising housing unaffordability, prompting more individuals to rent rather than buy. Despite this trend, limited empirical research has examined effective management practices for private investors, resulting in operational inefficiencies, inconsistent tenant relations, and untapped investment potential. Addressing this gap, the present study explores best practices in rental property management within the Malaysian context to identify strategies that optimize financial performance and tenant satisfaction. The study aims to (1) analyse current rental property management approaches and (2) develop a synthesized framework of best practices applicable to private investors. A secondary data analysis method was employed, involving a comprehensive review of scholarly literature, industry reports, policy documents, and real estate publications. Thematic analysis was conducted to extract recurring patterns, key strategies, and underlying management principles. Eight major themes emerged: strategic outsourcing, tenant relations, operational efficiency, property maintenance, competitive positioning, market and life-cycle understanding, risk management, and technology integration. The findings reveal that adopting systematic management strategies, cultivating long-term partnerships, emphasizing preventive maintenance, and leveraging digital tools can enhance profitability, tenant retention, and property value. In conclusion, the study underscores the importance of a holistic and data-driven approach to rental property management. It suggests that policymakers establish standardized guidelines and training for property managers, while future researchers should incorporate primary data to validate and expand on these insights. The research thus bridges theoretical understanding and practical application within Malaysia’s evolving property landscape.",https://www.msocialsciences.com/index.php/mjssh/article/download/3622/2359,,q2_crossref_house_only_fulltext.csv,3
0,Stefunus Kristianto,Analysis and Rental of Boarding House Information System In Tangerang City,2022,bit-Tech,Komunitas Dosen Indonesia,https://doi.org/10.32877/bt.v5i1.529,,30,2026-05-27 21:00:15,journal-article,10.32877/bt.v5i1.529,2622-2728,,5,1,25,36,0,0.00,0,1,4,"For remote workers, overseas students, who have business outside the city, the need for a boarding house is very important to stay for a long time at an affordable cost. Looking for a boarding house can be done by asking friends, owners of nearby boarding houses or visiting adjacent areas from the area visited, so that the information obtained by kostan seekers is less efficient and effective, this results in a lack of information obtained and not fitting according to the ability of the pocket. The purpose of this system can provide data containing kostan information, which is packaged in detail, complete with the location of the boarding house and available facilities. In building this system using PHP and MySQL. Here using the waterfall methodology, this method of logging runs gradually through having to wait for the completion of the previous stage and walks down from the beginning of the development of the system starting from the planning to the final part of the system development is the maintenance stage. The result is a website that contains available boarding house information to make it easier for customers to choose the boarding house they want, and this website can make customers as boarding house owners can promote or add their boarding houses on this website, on this website can also make rental transactions which makes it easier for customers from outside the city to make transactions anywhere and anytime.",https://jurnal.kdi.or.id/index.php/bt/article/download/529/318,,q2_crossref_house_only_fulltext.csv,3
7,"Tianwei Yang, Derek Da Huo, Lennon H. T. Choy, K. W. Chau",The Impact of Measurement and Pricing Cost on Rental Transaction Prices – Evidence from the Institutional Rental Housing Market in Beijing,2022,The Journal of Real Estate Finance and Economics,Springer Science and Business Media LLC,https://doi.org/10.1007/s11146-022-09899-9,,163,2026-05-27 21:10:36,journal-article,10.1007/s11146-022-09899-9,0895-5638,,66,1,119,140,7,1.75,2,4,4,,https://link.springer.com/content/pdf/10.1007/s11146-022-09899-9.pdf,,q3_crossref_house_txn_fulltext.csv,3
1,"Saarabi Parkar, Pavitra Venkatraman, Vikrant Pawar, Mrinal Khadse",Secure asset transaction using blockchain,2022,ITM Web of Conferences,EDP Sciences,https://doi.org/10.1051/itmconf/20224403009,,203,2026-05-27 21:10:36,journal-article,10.1051/itmconf/20224403009,2271-2097,,44,,3009,3009,1,0.25,0,4,4,"The current property exchange methodology includes a lot of susceptibilities and people use it to delude the common people and the government. Using blockchain, this project utilises majority consensus to implement secure asset transactions. The main objective behind the implementation of asset transaction using blockchain is to secure property transactions from vulnerabilities and to easily maintain records. The proposed solution aims at avoiding scenarios related to the same property being sold multiple times to different clients. Since very little documentation and record-keeping effort are required, the time required for performing a transaction is also less. The asset transaction will consist of n nodes which will be responsible for verifying a transaction and adding new blocks to the blockchain. The proposed implementation of the secure asset transaction using blockchain thus offers a reduction in manual effort spent in record keeping.",https://www.itm-conferences.org/10.1051/itmconf/20224403009/pdf,,q3_crossref_house_txn_fulltext.csv,3
1,"Zhang Yang, Wang Zhiruo, Chen Chang, Dang Xiaoyi, Wu Chengliang, Ning Yanjie",Impact of Web Page House Listing Cues on Internet Rental,2021,Applied Mathematics and Nonlinear Sciences,Walter de Gruyter GmbH,https://doi.org/10.2478/amns.2021.2.00021,,87,2026-05-27 21:00:15,journal-article,10.2478/amns.2021.2.00021,2444-8656,,6,2,483,498,1,0.20,0,6,5,"Abstract: Based on a questionnaire survey combining the stimulus-organism-response (S-O-R) theory with the cues theory, this paper establishes hypotheses and uses partial least squares structural equation modelling (PLS-SEM) to study and analyse the impact of web page house listing cues on Internet rental from the perspective of users. The results indicate that: (1) the relevant cues of Internet renting platforms are effective and worthy of attention, (2) the subjective arousal of the tenants triggers their behavioural changes to a large extent, and (3) the sensitivity of the tenants’ behavioural approaches to their feelings is greater than their purchasing intentions. In the context of the rapid development of the online market, understanding the user's response to target information is essential to promote the optimisation of the Internet rental platform, to improve the efficiency of online housing selection, and to encourage healthy development of the rental housing market.",https://www.sciendo.com/pdf/10.2478/amns.2021.2.00021,,q2_crossref_house_only_fulltext.csv,3
